1,0.000190251
1,0.000208613
1,0.000135165
1,0.000165742
1,0.000156846
1,0.000157447
1,0.000191273
1,0.000160706
1,0.000159021
1,0.000172401
1,0.000158731
1,0.000158558
1,0.000160026
1,0.000156525
1,0.000160452
1,0.000154881
1,0.000159070
1,0.000154165
1,0.000160292
1,0.000170894
1,0.000147443
1,0.000158325
1,0.000159160
1,0.000149779
1,0.000160181
1,0.000162280
1,0.000166487
1,0.000149079
1,0.000162901
1,0.000161770
1,0.000148017
1,0.000158679
1,0.000159211
1,0.000128035
1,0.000162802
1,0.000160174
1,0.000168281
1,0.000159927
1,0.000173154
1,0.000159247
1,0.000139729
1,0.000160297
1,0.000173156
1,0.000169076
1,0.000206319
1,0.000168091
1,0.000161629
1,0.000158841
1,0.000159457
1,0.000160442
1,0.000122964
1,0.000216620
1,0.000160704
1,0.000160209
1,0.000160501
1,0.000162831
1,0.000159369
1,0.000169358
1,0.000151669
1,0.000159034
1,0.000160323
1,0.000147655
1,0.000162271
1,0.000161515
1,0.000160496
1,0.000124684
1,0.000124165
1,0.000169795
1,0.000124719
1,0.000158943
1,0.000157234
1,0.000123154
1,0.000181977
1,0.000160561
1,0.000159298
1,0.000161942
1,0.000157919
1,0.000159886
1,0.000159808
1,0.000159704
1,0.000159685
1,0.000162644
1,0.000159547
1,0.000158707
1,0.000123173
1,0.000171332
1,0.000161481
1,0.000161412
1,0.000161466
1,0.000159311
1,0.000159928
1,0.000160492
1,0.000172559
1,0.000147349
1,0.000158183
1,0.000160334
1,0.000123926
1,0.000152396
1,0.000161637
1,0.000172322
1,0.000135488
1,0.000167536
1,0.000163545
1,0.000148121
1,0.000155331
1,0.000160417
1,0.000166586
1,0.000152433
1,0.000159627
1,0.000160751
1,0.000149105
1,0.000162941
1,0.000162741
1,0.000128095
1,0.000163683
1,0.000160572
1,0.000158920
1,0.000154011
1,0.000158885
1,0.000161771
1,0.000165819
1,0.000159658
1,0.000161829
1,0.000160520
1,0.000167047
1,0.000159565
1,0.000158673
1,0.000147997
1,0.000154044
1,0.000158666
1,0.000161747
1,0.000171325
1,0.000162051
1,0.000158693
1,0.000141281
1,0.000156095
1,0.000161057
1,0.000161779
1,0.000177663
1,0.000162177
1,0.000159075
1,0.000143085
1,0.000159116
1,0.000163650
1,0.000163950
1,0.000188138
1,0.000160779
1,0.000159870
1,0.000161815
1,0.000162110
1,0.000159021
1,0.000161927
1,0.000159909
1,0.000160573
1,0.000158607
1,0.000161678
1,0.000159489
1,0.000163575
1,0.000167135
1,0.000153217
1,0.000163522
1,0.000157944
1,0.000132269
1,0.000164047
1,0.000160734
1,0.000167038
1,0.000148450
1,0.000162775
1,0.000160039
1,0.000153956
1,0.000162605
1,0.000158801
1,0.000164401
1,0.000158231
1,0.000161019
1,0.000161557
1,0.000172829
1,0.000158463
1,0.000160885
1,0.000140383
1,0.000158664
1,0.000162715
1,0.000159449
1,0.000176741
1,0.000160778
1,0.000164021
1,0.000172278
1,0.000160447
1,0.000159610
1,0.000160422
1,0.000161685
1,0.000160409
1,0.000161801
1,0.000158898
1,0.000156543
1,0.000160705
1,0.000173321
1,0.000148270
1,0.000162282
1,0.000160750
1,0.000151036
1,0.000161216
1,0.000159170
1,0.000166029
1,0.000153645
1,0.000159658
1,0.000159869
1,0.000146231
1,0.000165562
1,0.000156385
1,0.000166498
1,0.000148440
1,0.000159972
1,0.000162357
1,0.000170533
1,0.000164266
1,0.000163454
1,0.000141210
1,0.000159842
1,0.000161020
1,0.000160296
1,0.000176420
1,0.000160869
1,0.000158663
1,0.000157821
1,0.000156321
1,0.000161286
1,0.000159501
1,0.000204622
1,0.000162021
1,0.000161214
1,0.000159768
1,0.000161526
1,0.000159703
1,0.000160741
1,0.000153138
1,0.000153906
1,0.000163294
1,0.000161574
1,0.000159871
1,0.000162510
1,0.000164817
1,0.000152865
1,0.000161643
1,0.000160074
1,0.000147190
1,0.000162818
1,0.000160459
1,0.000165098
1,0.000161527
1,0.000122643
1,0.000171782
1,0.000123749
1,0.000124596
1,0.000154358
1,0.000183453
1,0.000130519
1,0.000165181
1,0.000160438
1,0.000162735
1,0.000156944
1,0.000161637
1,0.000168115
1,0.000151193
1,0.000160418
1,0.000169891
1,0.000160360
1,0.000170001
1,0.000161763
1,0.000154938
1,0.000158530
1,0.000164405
1,0.000156466
1,0.000184660
1,0.000160684
1,0.000162556
1,0.000166931
1,0.000159270
1,0.000170765
1,0.000169096
1,0.000159000
1,0.000170985
1,0.000159746
1,0.000153184
1,0.000160095
1,0.000162121
1,0.000164148
1,0.000162127
1,0.000158662
1,0.000160494
1,0.000152758
1,0.000160806
1,0.000160443
1,0.000153801
1,0.000157729
1,0.000159270
1,0.000161780
1,0.000171795
1,0.000159885
1,0.000163696
1,0.000132885
1,0.000158246
1,0.000162470
1,0.000164125
1,0.000176461
1,0.000160122
1,0.000164199
1,0.000167320
1,0.000159704
1,0.000159517
1,0.000159745
1,0.000164530
1,0.000162220
1,0.000162053
1,0.000159939
1,0.000160406
1,0.000161461
1,0.000170175
1,0.000150722
1,0.000163676
1,0.000158442
1,0.000147258
1,0.000130976
1,0.000172554
1,0.000167822
1,0.000167589
1,0.000172384
1,0.000169875
1,0.000173846
1,0.000123171
1,0.000180577
1,0.000170497
1,0.000168918
1,0.000161223
1,0.000160055
1,0.000206147
1,0.000158201
1,0.000160501
1,0.000159746
1,0.000159273
1,0.000159708
1,0.000161825
1,0.000147853
